journal_id,journal_label,pep_code_candidate,probe_year,document_id,pep_code_record,year_record,title,authors,source_title,volume,issue,pages,doi,article_type,keyword_order,keyword_raw,keyword_source,art_kwds_count,source_file
japa,Journal of the American Psychoanalytic Association,APA,2025,APA.073.0033A,APA,2025,Empty Heart Disease: Teaching and Learning in China,Jill Savege Scharff and  David E. Scharff,Journal of the American Psychoanalytic Association,73,1,33-60,10.1177/00030651241259450,ART,1,Empty Heart,documentInfoXML/artkwds,1,data\raw_pep_metadata\japa\2025\japa_APA_2025_art_id_APA._AND_year_2025.json
japa,Journal of the American Psychoanalytic Association,APA,2025,APA.073.0033A,APA,2025,Empty Heart Disease: Teaching and Learning in China,Jill Savege Scharff and  David E. Scharff,Journal of the American Psychoanalytic Association,73,1,33-60,10.1177/00030651241259450,ART,2,applied psychoanalysis,documentInfoXML/artkwds,1,data\raw_pep_metadata\japa\2025\japa_APA_2025_art_id_APA._AND_year_2025.json
japa,Journal of the American Psychoanalytic Association,APA,2025,APA.073.0033A,APA,2025,Empty Heart Disease: Teaching and Learning in China,Jill Savege Scharff and  David E. Scharff,Journal of the American Psychoanalytic Association,73,1,33-60,10.1177/00030651241259450,ART,3,psychoanalytic education,documentInfoXML/artkwds,1,data\raw_pep_metadata\japa\2025\japa_APA_2025_art_id_APA._AND_year_2025.json
japa,Journal of the American Psychoanalytic Association,APA,2025,APA.073.0033A,APA,2025,Empty Heart Disease: Teaching and Learning in China,Jill Savege Scharff and  David E. Scharff,Journal of the American Psychoanalytic Association,73,1,33-60,10.1177/00030651241259450,ART,4,teaching and learning,documentInfoXML/artkwds,1,data\raw_pep_metadata\japa\2025\japa_APA_2025_art_id_APA._AND_year_2025.json
japa,Journal of the American Psychoanalytic Association,APA,2025,APA.073.0033A,APA,2025,Empty Heart Disease: Teaching and Learning in China,Jill Savege Scharff and  David E. Scharff,Journal of the American Psychoanalytic Association,73,1,33-60,10.1177/00030651241259450,ART,5,trauma,documentInfoXML/artkwds,1,data\raw_pep_metadata\japa\2025\japa_APA_2025_art_id_APA._AND_year_2025.json
japa,Journal of the American Psychoanalytic Association,APA,2025,APA.073.0033A,APA,2025,Empty Heart Disease: Teaching and Learning in China,Jill Savege Scharff and  David E. Scharff,Journal of the American Psychoanalytic Association,73,1,33-60,10.1177/00030651241259450,ART,6,transgenerational transmission,documentInfoXML/artkwds,1,data\raw_pep_metadata\japa\2025\japa_APA_2025_art_id_APA._AND_year_2025.json
japa,Journal of the American Psychoanalytic Association,APA,2025,APA.073.0033A,APA,2025,Empty Heart Disease: Teaching and Learning in China,Jill Savege Scharff and  David E. Scharff,Journal of the American Psychoanalytic Association,73,1,33-60,10.1177/00030651241259450,ART,7,culture,documentInfoXML/artkwds,1,data\raw_pep_metadata\japa\2025\japa_APA_2025_art_id_APA._AND_year_2025.json
japa,Journal of the American Psychoanalytic Association,APA,2025,APA.073.0569A,APA,2025,Earthquakes in the Analytic Field: A Post-Bionian View of Negative Therapeutic Reaction,Caron Harrang,Journal of the American Psychoanalytic Association,73,5,569-602,10.1177/00030651251319687,ART,1,alpha function,documentInfoXML/artkwds,1,data\raw_pep_metadata\japa\2025\japa_APA_2025_art_id_APA._AND_year_2025.json
japa,Journal of the American Psychoanalytic Association,APA,2025,APA.073.0569A,APA,2025,Earthquakes in the Analytic Field: A Post-Bionian View of Negative Therapeutic Reaction,Caron Harrang,Journal of the American Psychoanalytic Association,73,5,569-602,10.1177/00030651251319687,ART,2,analytic field,documentInfoXML/artkwds,1,data\raw_pep_metadata\japa\2025\japa_APA_2025_art_id_APA._AND_year_2025.json
japa,Journal of the American Psychoanalytic Association,APA,2025,APA.073.0569A,APA,2025,Earthquakes in the Analytic Field: A Post-Bionian View of Negative Therapeutic Reaction,Caron Harrang,Journal of the American Psychoanalytic Association,73,5,569-602,10.1177/00030651251319687,ART,3,negative therapeutic reaction,documentInfoXML/artkwds,1,data\raw_pep_metadata\japa\2025\japa_APA_2025_art_id_APA._AND_year_2025.json
japa,Journal of the American Psychoanalytic Association,APA,2025,APA.073.0569A,APA,2025,Earthquakes in the Analytic Field: A Post-Bionian View of Negative Therapeutic Reaction,Caron Harrang,Journal of the American Psychoanalytic Association,73,5,569-602,10.1177/00030651251319687,ART,4,obstructive object,documentInfoXML/artkwds,1,data\raw_pep_metadata\japa\2025\japa_APA_2025_art_id_APA._AND_year_2025.json
japa,Journal of the American Psychoanalytic Association,APA,2025,APA.073.0569A,APA,2025,Earthquakes in the Analytic Field: A Post-Bionian View of Negative Therapeutic Reaction,Caron Harrang,Journal of the American Psychoanalytic Association,73,5,569-602,10.1177/00030651251319687,ART,5,post-Bionian field theory,documentInfoXML/artkwds,1,data\raw_pep_metadata\japa\2025\japa_APA_2025_art_id_APA._AND_year_2025.json
japa,Journal of the American Psychoanalytic Association,APA,2025,APA.073.0569A,APA,2025,Earthquakes in the Analytic Field: A Post-Bionian View of Negative Therapeutic Reaction,Caron Harrang,Journal of the American Psychoanalytic Association,73,5,569-602,10.1177/00030651251319687,ART,6,co-dreaming,documentInfoXML/artkwds,1,data\raw_pep_metadata\japa\2025\japa_APA_2025_art_id_APA._AND_year_2025.json
japa,Journal of the American Psychoanalytic Association,APA,2025,APA.073.0537A,APA,2025,"The Sounds of Silence: Embodied Registers, Erotic Reverie",Dianne Elise,Journal of the American Psychoanalytic Association,73,5,537-567,10.1177/00030651241293757,ART,1,erotic,documentInfoXML/artkwds,1,data\raw_pep_metadata\japa\2025\japa_APA_2025_art_id_APA._AND_year_2025.json
japa,Journal of the American Psychoanalytic Association,APA,2025,APA.073.0537A,APA,2025,"The Sounds of Silence: Embodied Registers, Erotic Reverie",Dianne Elise,Journal of the American Psychoanalytic Association,73,5,537-567,10.1177/00030651241293757,ART,2,creativity,documentInfoXML/artkwds,1,data\raw_pep_metadata\japa\2025\japa_APA_2025_art_id_APA._AND_year_2025.json
japa,Journal of the American Psychoanalytic Association,APA,2025,APA.073.0537A,APA,2025,"The Sounds of Silence: Embodied Registers, Erotic Reverie",Dianne Elise,Journal of the American Psychoanalytic Association,73,5,537-567,10.1177/00030651241293757,ART,3,vitality,documentInfoXML/artkwds,1,data\raw_pep_metadata\japa\2025\japa_APA_2025_art_id_APA._AND_year_2025.json
japa,Journal of the American Psychoanalytic Association,APA,2025,APA.073.0537A,APA,2025,"The Sounds of Silence: Embodied Registers, Erotic Reverie",Dianne Elise,Journal of the American Psychoanalytic Association,73,5,537-567,10.1177/00030651241293757,ART,4,embodiment,documentInfoXML/artkwds,1,data\raw_pep_metadata\japa\2025\japa_APA_2025_art_id_APA._AND_year_2025.json
