period,n_records_group,rank,term,ngram_n,count,doc_count,doc_pct,n_docs_base
1970-1989,681,27,experience,1,218,121,17.768,681
1970-1989,681,28,patients,1,218,115,16.887,681
1970-1989,681,29,early,1,205,123,18.062,681
1970-1989,681,30,psychic,1,200,84,12.335,681
1970-1989,681,31,other,1,195,144,21.145,681
1970-1989,681,32,also,1,191,153,22.467,681
1970-1989,681,33,dream,1,185,41,6.021,681
1970-1989,681,34,all,1,182,139,20.411,681
1970-1989,681,35,narcissistic,1,177,71,10.426,681
1970-1989,681,36,relations,1,173,82,12.041,681
1970-1989,681,37,work,1,172,121,17.768,681
1970-1989,681,38,reality,1,167,70,10.279,681
1970-1989,681,39,two,1,166,130,19.09,681
1970-1989,681,40,both,1,166,143,20.999,681
1970-1989,681,41,developmental,1,163,92,13.51,681
1970-1989,681,42,life,1,162,120,17.621,681
1970-1989,681,43,understanding,1,162,121,17.768,681
1970-1989,681,44,character,1,160,60,8.811,681
1970-1989,681,45,therapeutic,1,155,72,10.573,681
1970-1989,681,46,psychology,1,151,79,11.601,681
1970-1989,681,47,robert,1,149,38,5.58,681
1970-1989,681,48,structure,1,146,73,10.72,681
1970-1989,681,49,avenue,1,146,144,21.145,681
1970-1989,681,50,only,1,144,119,17.474,681
1970-1989,681,51,personality,1,141,69,10.132,681
1970-1989,681,52,neurosis,1,139,62,9.104,681
1970-1989,681,53,theoretical,1,137,94,13.803,681
1970-1989,681,54,child,1,137,70,10.279,681
1970-1989,681,55,defense,1,136,59,8.664,681
1970-1989,681,56,abstract,1,133,132,19.383,681
1970-1989,681,57,association,1,132,91,13.363,681
1970-1989,681,58,first,1,132,105,15.419,681
1970-1989,681,59,aspects,1,132,83,12.188,681
1970-1989,681,60,technique,1,131,66,9.692,681
1970-1989,681,61,unconscious,1,130,85,12.482,681
1970-1989,681,62,research,1,130,79,11.601,681
1970-1989,681,63,data,1,126,87,12.775,681
1970-1989,681,64,conflict,1,124,74,10.866,681
1970-1989,681,65,interpretation,1,124,52,7.636,681
1970-1989,681,66,superego,1,123,56,8.223,681
1970-1989,681,67,patient's,1,123,80,11.747,681
1970-1989,681,68,problems,1,122,80,11.747,681
1970-1989,681,69,joseph,1,119,26,3.818,681
1970-1989,681,70,east,1,119,118,17.327,681
1970-1989,681,71,certain,1,118,93,13.656,681
1970-1989,681,72,current,1,117,67,9.838,681
1970-1989,681,73,psychiatry,1,116,95,13.95,681
1970-1989,681,74,medical,1,116,85,12.482,681
1970-1989,681,75,well,1,116,100,14.684,681
1970-1989,681,76,love,1,115,38,5.58,681
1970-1989,681,77,conflicts,1,115,74,10.866,681
1970-1989,681,78,john,1,115,27,3.965,681
1970-1989,681,79,structural,1,113,56,8.223,681
1970-1989,681,80,sense,1,113,63,9.251,681
1970-1989,681,81,function,1,112,73,10.72,681
1970-1989,681,82,many,1,112,92,13.51,681
1970-1989,681,83,behavior,1,110,61,8.957,681
1970-1989,681,84,important,1,110,94,13.803,681
1970-1989,681,85,kernberg,1,109,29,4.258,681
1970-1989,681,86,situation,1,108,76,11.16,681
1970-1989,681,87,harold,1,108,24,3.524,681
1970-1989,681,88,years,1,108,84,12.335,681
1970-1989,681,89,complex,1,107,75,11.013,681
1970-1989,681,90,change,1,107,51,7.489,681
1970-1989,681,91,literature,1,107,76,11.16,681
1970-1989,681,92,university,1,107,88,12.922,681
1970-1989,681,93,female,1,106,34,4.993,681
1970-1989,681,94,anxiety,1,104,46,6.755,681
1970-1989,681,95,relationship,1,103,65,9.545,681
1970-1989,681,96,own,1,103,76,11.16,681
1970-1989,681,97,relation,1,102,73,10.72,681
1970-1989,681,98,american,1,101,76,11.16,681
1970-1989,681,99,drive,1,101,77,11.307,681
1970-1989,681,100,nature,1,101,75,11.013,681
1990-2009,975,1,psychoanalytic,1,1871,659,67.59,975
1990-2009,975,2,psychoanalysis,1,1147,439,45.026,975
1990-2009,975,3,runninghead,1,975,975,100.0,975
1990-2009,975,4,new,1,844,475,48.718,975
1990-2009,975,5,clinical,1,844,466,47.795,975
1990-2009,975,6,analytic,1,645,295,30.256,975
1990-2009,975,7,analyst,1,634,338,34.667,975
1990-2009,975,8,theory,1,632,264,27.077,975
1990-2009,975,9,e-mail,1,579,550,56.41,975
1990-2009,975,10,research,1,542,227,23.282,975
1990-2009,975,11,analysis,1,529,241,24.718,975
1990-2009,975,12,process,1,526,266,27.282,975
1990-2009,975,13,patients,1,491,216,22.154,975
1990-2009,975,14,about,1,478,280,28.718,975
1990-2009,975,15,training,1,468,228,23.385,975
1990-2009,975,16,york,1,423,313,32.103,975
1990-2009,975,17,treatment,1,407,202,20.718,975
1990-2009,975,18,between,1,402,254,26.051,975
1990-2009,975,19,development,1,383,210,21.538,975
1990-2009,975,20,freud,1,369,172,17.641,975
1990-2009,975,21,experience,1,350,218,22.359,975
1990-2009,975,22,patient,1,347,193,19.795,975
1990-2009,975,23,street,1,338,333,34.154,975
1990-2009,975,24,one,1,337,247,25.333,975
1990-2009,975,25,transference,1,335,139,14.256,975
1990-2009,975,26,analysts,1,322,174,17.846,975
1990-2009,975,27,work,1,314,221,22.667,975
1990-2009,975,28,university,1,313,219,22.462,975
1990-2009,975,29,both,1,313,250,25.641,975
1990-2009,975,30,analyst's,1,293,142,14.564,975
1990-2009,975,31,other,1,285,209,21.436,975
1990-2009,975,32,unconscious,1,282,153,15.692,975
1990-2009,975,33,institute,1,276,208,21.333,975
1990-2009,975,34,freud's,1,269,139,14.256,975
1990-2009,975,35,developmental,1,265,125,12.821,975
1990-2009,975,36,com,1,263,257,26.359,975
1990-2009,975,37,fax,1,255,249,25.538,975
1990-2009,975,38,child,1,252,100,10.256,975
1990-2009,975,39,two,1,250,192,19.692,975
1990-2009,975,40,therapeutic,1,244,107,10.974,975
1990-2009,975,41,understanding,1,232,166,17.026,975
1990-2009,975,42,psychology,1,227,137,14.051,975
1990-2009,975,43,also,1,223,189,19.385,975
1990-2009,975,44,robert,1,221,70,7.179,975
1990-2009,975,45,early,1,220,140,14.359,975
1990-2009,975,46,avenue,1,219,217,22.256,975
1990-2009,975,47,association,1,216,132,13.538,975
1990-2009,975,48,american,1,215,129,13.231,975
1990-2009,975,49,psychotherapy,1,214,88,9.026,975
1990-2009,975,50,patient's,1,213,129,13.231,975
1990-2009,975,51,psychiatry,1,213,166,17.026,975
1990-2009,975,52,mental,1,209,118,12.103,975
1990-2009,975,53,mind,1,209,122,12.513,975
1990-2009,975,54,professor,1,209,184,18.872,975
1990-2009,975,55,many,1,202,157,16.103,975
1990-2009,975,56,relationship,1,202,135,13.846,975
1990-2009,975,57,life,1,199,141,14.462,975
1990-2009,975,58,edu,1,198,193,19.795,975
1990-2009,975,59,years,1,193,141,14.462,975
1990-2009,975,60,practice,1,190,113,11.59,975
1990-2009,975,61,technique,1,189,106,10.872,975
1990-2009,975,62,abstract,1,187,181,18.564,975
1990-2009,975,63,object,1,187,107,10.974,975
1990-2009,975,64,all,1,184,155,15.897,975
1990-2009,975,65,first,1,184,135,13.846,975
1990-2009,975,66,center,1,179,137,14.051,975
1990-2009,975,67,personality,1,176,71,7.282,975
1990-2009,975,68,female,1,176,59,6.051,975
1990-2009,975,69,theoretical,1,171,130,13.333,975
1990-2009,975,70,columbia,1,171,83,8.513,975
1990-2009,975,71,trauma,1,165,52,5.333,975
1990-2009,975,72,empirical,1,163,80,8.205,975
1990-2009,975,73,steven,1,163,45,4.615,975
1990-2009,975,74,sexual,1,162,73,7.487,975
1990-2009,975,75,different,1,162,118,12.103,975
1990-2009,975,76,supervising,1,161,144,14.769,975
1990-2009,975,77,model,1,160,89,9.128,975
1990-2009,975,78,change,1,157,87,8.923,975
1990-2009,975,79,time,1,157,107,10.974,975
1990-2009,975,80,attachment,1,155,43,4.41,975
1990-2009,975,81,fantasies,1,154,76,7.795,975
1990-2009,975,82,well,1,153,134,13.744,975
1990-2009,975,83,ego,1,153,78,8.0,975
1990-2009,975,84,gender,1,151,38,3.897,975
1990-2009,975,85,east,1,150,146,14.974,975
1990-2009,975,86,after,1,149,101,10.359,975
1990-2009,975,87,psychoanalysts,1,149,108,11.077,975
1990-2009,975,88,ideas,1,149,101,10.359,975
1990-2009,975,89,social,1,149,83,8.513,975
1990-2009,975,90,psychological,1,146,106,10.872,975
1990-2009,975,91,psychic,1,145,86,8.821,975
1990-2009,975,92,three,1,145,100,10.256,975
1990-2009,975,93,often,1,144,127,13.026,975
1990-2009,975,94,countertransference,1,144,72,7.385,975
1990-2009,975,95,theories,1,143,97,9.949,975
1990-2009,975,96,over,1,142,116,11.897,975
1990-2009,975,97,complex,1,140,88,9.026,975
1990-2009,975,98,language,1,138,60,6.154,975
1990-2009,975,99,data,1,136,100,10.256,975
1990-2009,975,100,important,1,136,118,12.103,975
2010-2025,730,1,psychoanalytic,1,1149,458,62.74,730
2010-2025,730,2,psychoanalysis,1,779,341,46.712,730
2010-2025,730,3,runninghead,1,730,730,100.0,730
2010-2025,730,4,new,1,563,309,42.329,730
2010-2025,730,5,clinical,1,560,315,43.151,730
2010-2025,730,6,about,1,447,252,34.521,730
2010-2025,730,7,e-mail,1,413,395,54.11,730
2010-2025,730,8,work,1,412,240,32.877,730
2010-2025,730,9,analyst,1,408,232,31.781,730
2010-2025,730,10,com,1,406,357,48.904,730
2010-2025,730,11,analytic,1,388,175,23.973,730
2010-2025,730,12,training,1,384,194,26.575,730
2010-2025,730,13,one,1,372,238,32.603,730
2010-2025,730,14,between,1,362,226,30.959,730
2010-2025,730,15,experience,1,331,199,27.26,730
2010-2025,730,16,patients,1,322,148,20.274,730
2010-2025,730,17,research,1,307,142,19.452,730
2010-2025,730,18,york,1,290,190,26.027,730
2010-2025,730,19,email,1,289,255,34.932,730
2010-2025,730,20,theory,1,282,138,18.904,730
2010-2025,730,21,life,1,279,158,21.644,730
2010-2025,730,22,treatment,1,276,131,17.945,730
2010-2025,730,23,american,1,275,147,20.137,730
2010-2025,730,24,process,1,268,167,22.877,730
2010-2025,730,25,gmail,1,265,231,31.644,730
2010-2025,730,26,time,1,252,153,20.959,730
2010-2025,730,27,both,1,251,202,27.671,730
2010-2025,730,28,analysis,1,238,126,17.26,730
2010-2025,730,29,all,1,232,153,20.959,730
2010-2025,730,30,street,1,232,217,29.726,730
2010-2025,730,31,introduction,1,231,87,11.918,730
2010-2025,730,32,freud,1,231,114,15.616,730
2010-2025,730,33,other,1,231,177,24.247,730
2010-2025,730,34,writing,1,217,76,10.411,730
2010-2025,730,35,patient,1,216,124,16.986,730
2010-2025,730,36,institute,1,216,163,22.329,730
2010-2025,730,37,university,1,213,144,19.726,730
2010-2025,730,38,two,1,211,154,21.096,730
2010-2025,730,39,years,1,198,131,17.945,730
2010-2025,730,40,analysts,1,195,114,15.616,730
2010-2025,730,41,also,1,195,153,20.959,730
2010-2025,730,42,unconscious,1,188,108,14.795,730
2010-2025,730,43,freud's,1,188,93,12.74,730
2010-2025,730,44,many,1,184,142,19.452,730
2010-2025,730,45,psychotherapy,1,183,82,11.233,730
2010-2025,730,46,only,1,181,143,19.589,730
2010-2025,730,47,development,1,177,118,16.164,730
2010-2025,730,48,practice,1,176,111,15.205,730
2010-2025,730,49,edu,1,172,160,21.918,730
2010-2025,730,50,understanding,1,172,114,15.616,730
2010-2025,730,51,first,1,171,133,18.219,730
2010-2025,730,52,analyst's,1,169,70,9.589,730
2010-2025,730,53,therapeutic,1,163,80,10.959,730
2010-2025,730,54,mind,1,161,103,14.11,730
2010-2025,730,55,own,1,158,119,16.301,730
2010-2025,730,56,over,1,157,124,16.986,730
2010-2025,730,57,relationship,1,157,103,14.11,730
2010-2025,730,58,center,1,155,124,16.986,730
2010-2025,730,59,object,1,155,74,10.137,730
2010-2025,730,60,world,1,153,94,12.877,730
2010-2025,730,61,avenue,1,152,145,19.863,730
2010-2025,730,62,professor,1,152,118,16.164,730
2010-2025,730,63,association,1,151,107,14.658,730
2010-2025,730,64,out,1,151,114,15.616,730
2010-2025,730,65,personality,1,150,42,5.753,730
2010-2025,730,66,japa,1,149,55,7.534,730
2010-2025,730,67,suite,1,149,139,19.041,730
2010-2025,730,68,psychiatry,1,149,108,14.795,730
2010-2025,730,69,well,1,148,128,17.534,730
2010-2025,730,70,supervising,1,146,127,17.397,730
2010-2025,730,71,change,1,144,72,9.863,730
2010-2025,730,72,psychology,1,143,85,11.644,730
2010-2025,730,73,words,1,141,70,9.589,730
2010-2025,730,74,after,1,140,104,14.247,730
2010-2025,730,75,personal,1,135,87,11.918,730
2010-2025,730,76,psychodynamic,1,133,50,6.849,730
2010-2025,730,77,model,1,132,73,10.0,730
2010-2025,730,78,emotional,1,128,79,10.822,730
2010-2025,730,79,social,1,127,72,9.863,730
2010-2025,730,80,experiences,1,126,85,11.644,730
2010-2025,730,81,mental,1,124,82,11.233,730
2010-2025,730,82,theoretical,1,124,90,12.329,730
2010-2025,730,83,human,1,124,83,11.37,730
2010-2025,730,84,thought,1,123,100,13.699,730
2010-2025,730,85,write,1,122,44,6.027,730
2010-2025,730,86,even,1,121,101,13.836,730
2010-2025,730,87,body,1,121,50,6.849,730
2010-2025,730,88,different,1,120,93,12.74,730
2010-2025,730,89,society,1,120,86,11.781,730
2010-2025,730,90,here,1,120,97,13.288,730
2010-2025,730,91,thinking,1,120,85,11.644,730
2010-2025,730,92,transference,1,119,59,8.082,730
2010-2025,730,93,contemporary,1,118,87,11.918,730
2010-2025,730,94,therapy,1,118,43,5.89,730
2010-2025,730,95,faculty,1,117,86,11.781,730
2010-2025,730,96,early,1,117,88,12.055,730
2010-2025,730,97,steven,1,116,33,4.521,730
2010-2025,730,98,trauma,1,116,46,6.301,730
2010-2025,730,99,psychoanalysts,1,116,96,13.151,730
2010-2025,730,100,psychic,1,115,70,9.589,730
