article_id,article_url,source_issue_url,source_issue_label,source,year,volume,issue_number,title,authors,citation,pages,doi,pdf_url,publication_date,online_publication_date,submission_date,acceptance_date,article_type,topics,abstract_text,n_keywords,duplicate_reason,canonical_source_issue_label,canonical_source_issue_url
172133,"https://www.archivespp.pl/Dialectical-Behavior-Therapy-in-the-Treatment-of-Trauma,172133,0,2.html","https://www.archivespp.pl/Issue-1-2005,11552",1/2005 vol. 7,archive,2024,26,1,Dialectical Behavior Therapy in the Treatment of Trauma,Sylwia Natalia Michałowska | Magdalena Chęć,Arch Psych Psych 2024;26(1):26-32,26-32,10.12740/APP/172133,https://www.archivespp.pl/pdf-172133-107631?filename=Dialectical-Behavior-Ther.pdf,2024-04-01,2024-04-03,2023-08-09,2023-09-11,,Psychotherapy,"The study aims to introduce Dialectical Behavior Therapy (DBT) as a viable approach to treating post-traumatic stress disorder (PTSD), as well as its comorbidity with borderline personality disorder (BPD). The paper refers to current studies conducted between 2017 and 2023 relating to DBT's efficacy in managing complex and relational early childhood trauma, including sexual abuse and violence. Analyses indicate that DBT helps to reduce PTSD symptoms in various age groups. An integrative approach, which combines DBT and methods such as Cognitive Behavioral Therapy (CBT), Cognitive Processing Therapy (CPT), or Eye Movement Desensitization and Reprocessing (EMDR), appears to enhance therapeutic effects. Therefore, it is recommended to implement programs based on DBT and evaluate their effectiveness in a group of Polish patients who have co-occurring symptoms of PTSD and BPD or PTSD alone.",4,duplicate_article_id_noncanonical_source_issue,1/2024 vol. 26,"https://www.archivespp.pl/Issue-1-2024,13962"
172133,"https://www.archivespp.pl/Dialectical-Behavior-Therapy-in-the-Treatment-of-Trauma,172133,0,2.html","https://www.archivespp.pl/Issue-2-2005,11553",2/2005 vol. 7,archive,2024,26,1,Dialectical Behavior Therapy in the Treatment of Trauma,Sylwia Natalia Michałowska | Magdalena Chęć,Arch Psych Psych 2024;26(1):26-32,26-32,10.12740/APP/172133,https://www.archivespp.pl/pdf-172133-107631?filename=Dialectical-Behavior-Ther.pdf,2024-04-01,2024-04-03,2023-08-09,2023-09-11,,Psychotherapy,"The study aims to introduce Dialectical Behavior Therapy (DBT) as a viable approach to treating post-traumatic stress disorder (PTSD), as well as its comorbidity with borderline personality disorder (BPD). The paper refers to current studies conducted between 2017 and 2023 relating to DBT's efficacy in managing complex and relational early childhood trauma, including sexual abuse and violence. Analyses indicate that DBT helps to reduce PTSD symptoms in various age groups. An integrative approach, which combines DBT and methods such as Cognitive Behavioral Therapy (CBT), Cognitive Processing Therapy (CPT), or Eye Movement Desensitization and Reprocessing (EMDR), appears to enhance therapeutic effects. Therefore, it is recommended to implement programs based on DBT and evaluate their effectiveness in a group of Polish patients who have co-occurring symptoms of PTSD and BPD or PTSD alone.",4,duplicate_article_id_noncanonical_source_issue,1/2024 vol. 26,"https://www.archivespp.pl/Issue-1-2024,13962"
172133,"https://www.archivespp.pl/Dialectical-Behavior-Therapy-in-the-Treatment-of-Trauma,172133,0,2.html","https://www.archivespp.pl/Issue-3-2005,11554",3/2005 vol. 7,archive,2024,26,1,Dialectical Behavior Therapy in the Treatment of Trauma,Sylwia Natalia Michałowska | Magdalena Chęć,Arch Psych Psych 2024;26(1):26-32,26-32,10.12740/APP/172133,https://www.archivespp.pl/pdf-172133-107631?filename=Dialectical-Behavior-Ther.pdf,2024-04-01,2024-04-03,2023-08-09,2023-09-11,,Psychotherapy,"The study aims to introduce Dialectical Behavior Therapy (DBT) as a viable approach to treating post-traumatic stress disorder (PTSD), as well as its comorbidity with borderline personality disorder (BPD). The paper refers to current studies conducted between 2017 and 2023 relating to DBT's efficacy in managing complex and relational early childhood trauma, including sexual abuse and violence. Analyses indicate that DBT helps to reduce PTSD symptoms in various age groups. An integrative approach, which combines DBT and methods such as Cognitive Behavioral Therapy (CBT), Cognitive Processing Therapy (CPT), or Eye Movement Desensitization and Reprocessing (EMDR), appears to enhance therapeutic effects. Therefore, it is recommended to implement programs based on DBT and evaluate their effectiveness in a group of Polish patients who have co-occurring symptoms of PTSD and BPD or PTSD alone.",4,duplicate_article_id_noncanonical_source_issue,1/2024 vol. 26,"https://www.archivespp.pl/Issue-1-2024,13962"
172133,"https://www.archivespp.pl/Dialectical-Behavior-Therapy-in-the-Treatment-of-Trauma,172133,0,2.html","https://www.archivespp.pl/Issue-4-2005,11555",4/2005 vol. 7,archive,2024,26,1,Dialectical Behavior Therapy in the Treatment of Trauma,Sylwia Natalia Michałowska | Magdalena Chęć,Arch Psych Psych 2024;26(1):26-32,26-32,10.12740/APP/172133,https://www.archivespp.pl/pdf-172133-107631?filename=Dialectical-Behavior-Ther.pdf,2024-04-01,2024-04-03,2023-08-09,2023-09-11,,Psychotherapy,"The study aims to introduce Dialectical Behavior Therapy (DBT) as a viable approach to treating post-traumatic stress disorder (PTSD), as well as its comorbidity with borderline personality disorder (BPD). The paper refers to current studies conducted between 2017 and 2023 relating to DBT's efficacy in managing complex and relational early childhood trauma, including sexual abuse and violence. Analyses indicate that DBT helps to reduce PTSD symptoms in various age groups. An integrative approach, which combines DBT and methods such as Cognitive Behavioral Therapy (CBT), Cognitive Processing Therapy (CPT), or Eye Movement Desensitization and Reprocessing (EMDR), appears to enhance therapeutic effects. Therefore, it is recommended to implement programs based on DBT and evaluate their effectiveness in a group of Polish patients who have co-occurring symptoms of PTSD and BPD or PTSD alone.",4,duplicate_article_id_noncanonical_source_issue,1/2024 vol. 26,"https://www.archivespp.pl/Issue-1-2024,13962"
172133,"https://www.archivespp.pl/Dialectical-Behavior-Therapy-in-the-Treatment-of-Trauma,172133,0,2.html","https://www.archivespp.pl/Issue-1-2006,11556",1/2006 vol. 8,archive,2024,26,1,Dialectical Behavior Therapy in the Treatment of Trauma,Sylwia Natalia Michałowska | Magdalena Chęć,Arch Psych Psych 2024;26(1):26-32,26-32,10.12740/APP/172133,https://www.archivespp.pl/pdf-172133-107631?filename=Dialectical-Behavior-Ther.pdf,2024-04-01,2024-04-03,2023-08-09,2023-09-11,,Psychotherapy,"The study aims to introduce Dialectical Behavior Therapy (DBT) as a viable approach to treating post-traumatic stress disorder (PTSD), as well as its comorbidity with borderline personality disorder (BPD). The paper refers to current studies conducted between 2017 and 2023 relating to DBT's efficacy in managing complex and relational early childhood trauma, including sexual abuse and violence. Analyses indicate that DBT helps to reduce PTSD symptoms in various age groups. An integrative approach, which combines DBT and methods such as Cognitive Behavioral Therapy (CBT), Cognitive Processing Therapy (CPT), or Eye Movement Desensitization and Reprocessing (EMDR), appears to enhance therapeutic effects. Therefore, it is recommended to implement programs based on DBT and evaluate their effectiveness in a group of Polish patients who have co-occurring symptoms of PTSD and BPD or PTSD alone.",4,duplicate_article_id_noncanonical_source_issue,1/2024 vol. 26,"https://www.archivespp.pl/Issue-1-2024,13962"
172133,"https://www.archivespp.pl/Dialectical-Behavior-Therapy-in-the-Treatment-of-Trauma,172133,0,2.html","https://www.archivespp.pl/Issue-2-2006,11557",2/2006 vol. 8,archive,2024,26,1,Dialectical Behavior Therapy in the Treatment of Trauma,Sylwia Natalia Michałowska | Magdalena Chęć,Arch Psych Psych 2024;26(1):26-32,26-32,10.12740/APP/172133,https://www.archivespp.pl/pdf-172133-107631?filename=Dialectical-Behavior-Ther.pdf,2024-04-01,2024-04-03,2023-08-09,2023-09-11,,Psychotherapy,"The study aims to introduce Dialectical Behavior Therapy (DBT) as a viable approach to treating post-traumatic stress disorder (PTSD), as well as its comorbidity with borderline personality disorder (BPD). The paper refers to current studies conducted between 2017 and 2023 relating to DBT's efficacy in managing complex and relational early childhood trauma, including sexual abuse and violence. Analyses indicate that DBT helps to reduce PTSD symptoms in various age groups. An integrative approach, which combines DBT and methods such as Cognitive Behavioral Therapy (CBT), Cognitive Processing Therapy (CPT), or Eye Movement Desensitization and Reprocessing (EMDR), appears to enhance therapeutic effects. Therefore, it is recommended to implement programs based on DBT and evaluate their effectiveness in a group of Polish patients who have co-occurring symptoms of PTSD and BPD or PTSD alone.",4,duplicate_article_id_noncanonical_source_issue,1/2024 vol. 26,"https://www.archivespp.pl/Issue-1-2024,13962"
172133,"https://www.archivespp.pl/Dialectical-Behavior-Therapy-in-the-Treatment-of-Trauma,172133,0,2.html","https://www.archivespp.pl/Issue-3-2006,11558",3/2006 vol. 8,archive,2024,26,1,Dialectical Behavior Therapy in the Treatment of Trauma,Sylwia Natalia Michałowska | Magdalena Chęć,Arch Psych Psych 2024;26(1):26-32,26-32,10.12740/APP/172133,https://www.archivespp.pl/pdf-172133-107631?filename=Dialectical-Behavior-Ther.pdf,2024-04-01,2024-04-03,2023-08-09,2023-09-11,,Psychotherapy,"The study aims to introduce Dialectical Behavior Therapy (DBT) as a viable approach to treating post-traumatic stress disorder (PTSD), as well as its comorbidity with borderline personality disorder (BPD). The paper refers to current studies conducted between 2017 and 2023 relating to DBT's efficacy in managing complex and relational early childhood trauma, including sexual abuse and violence. Analyses indicate that DBT helps to reduce PTSD symptoms in various age groups. An integrative approach, which combines DBT and methods such as Cognitive Behavioral Therapy (CBT), Cognitive Processing Therapy (CPT), or Eye Movement Desensitization and Reprocessing (EMDR), appears to enhance therapeutic effects. Therefore, it is recommended to implement programs based on DBT and evaluate their effectiveness in a group of Polish patients who have co-occurring symptoms of PTSD and BPD or PTSD alone.",4,duplicate_article_id_noncanonical_source_issue,1/2024 vol. 26,"https://www.archivespp.pl/Issue-1-2024,13962"
172133,"https://www.archivespp.pl/Dialectical-Behavior-Therapy-in-the-Treatment-of-Trauma,172133,0,2.html","https://www.archivespp.pl/Issue-4-2006,11559",4/2006 vol. 8,archive,2024,26,1,Dialectical Behavior Therapy in the Treatment of Trauma,Sylwia Natalia Michałowska | Magdalena Chęć,Arch Psych Psych 2024;26(1):26-32,26-32,10.12740/APP/172133,https://www.archivespp.pl/pdf-172133-107631?filename=Dialectical-Behavior-Ther.pdf,2024-04-01,2024-04-03,2023-08-09,2023-09-11,,Psychotherapy,"The study aims to introduce Dialectical Behavior Therapy (DBT) as a viable approach to treating post-traumatic stress disorder (PTSD), as well as its comorbidity with borderline personality disorder (BPD). The paper refers to current studies conducted between 2017 and 2023 relating to DBT's efficacy in managing complex and relational early childhood trauma, including sexual abuse and violence. Analyses indicate that DBT helps to reduce PTSD symptoms in various age groups. An integrative approach, which combines DBT and methods such as Cognitive Behavioral Therapy (CBT), Cognitive Processing Therapy (CPT), or Eye Movement Desensitization and Reprocessing (EMDR), appears to enhance therapeutic effects. Therefore, it is recommended to implement programs based on DBT and evaluate their effectiveness in a group of Polish patients who have co-occurring symptoms of PTSD and BPD or PTSD alone.",4,duplicate_article_id_noncanonical_source_issue,1/2024 vol. 26,"https://www.archivespp.pl/Issue-1-2024,13962"
172133,"https://www.archivespp.pl/Dialectical-Behavior-Therapy-in-the-Treatment-of-Trauma,172133,0,2.html","https://www.archivespp.pl/Issue-1-2-2007,11560",1-2/2007 vol. 9,archive,2024,26,1,Dialectical Behavior Therapy in the Treatment of Trauma,Sylwia Natalia Michałowska | Magdalena Chęć,Arch Psych Psych 2024;26(1):26-32,26-32,10.12740/APP/172133,https://www.archivespp.pl/pdf-172133-107631?filename=Dialectical-Behavior-Ther.pdf,2024-04-01,2024-04-03,2023-08-09,2023-09-11,,Psychotherapy,"The study aims to introduce Dialectical Behavior Therapy (DBT) as a viable approach to treating post-traumatic stress disorder (PTSD), as well as its comorbidity with borderline personality disorder (BPD). The paper refers to current studies conducted between 2017 and 2023 relating to DBT's efficacy in managing complex and relational early childhood trauma, including sexual abuse and violence. Analyses indicate that DBT helps to reduce PTSD symptoms in various age groups. An integrative approach, which combines DBT and methods such as Cognitive Behavioral Therapy (CBT), Cognitive Processing Therapy (CPT), or Eye Movement Desensitization and Reprocessing (EMDR), appears to enhance therapeutic effects. Therefore, it is recommended to implement programs based on DBT and evaluate their effectiveness in a group of Polish patients who have co-occurring symptoms of PTSD and BPD or PTSD alone.",4,duplicate_article_id_noncanonical_source_issue,1/2024 vol. 26,"https://www.archivespp.pl/Issue-1-2024,13962"
172133,"https://www.archivespp.pl/Dialectical-Behavior-Therapy-in-the-Treatment-of-Trauma,172133,0,2.html","https://www.archivespp.pl/Issue-3-2007,11561",3/2007 vol. 9,archive,2024,26,1,Dialectical Behavior Therapy in the Treatment of Trauma,Sylwia Natalia Michałowska | Magdalena Chęć,Arch Psych Psych 2024;26(1):26-32,26-32,10.12740/APP/172133,https://www.archivespp.pl/pdf-172133-107631?filename=Dialectical-Behavior-Ther.pdf,2024-04-01,2024-04-03,2023-08-09,2023-09-11,,Psychotherapy,"The study aims to introduce Dialectical Behavior Therapy (DBT) as a viable approach to treating post-traumatic stress disorder (PTSD), as well as its comorbidity with borderline personality disorder (BPD). The paper refers to current studies conducted between 2017 and 2023 relating to DBT's efficacy in managing complex and relational early childhood trauma, including sexual abuse and violence. Analyses indicate that DBT helps to reduce PTSD symptoms in various age groups. An integrative approach, which combines DBT and methods such as Cognitive Behavioral Therapy (CBT), Cognitive Processing Therapy (CPT), or Eye Movement Desensitization and Reprocessing (EMDR), appears to enhance therapeutic effects. Therefore, it is recommended to implement programs based on DBT and evaluate their effectiveness in a group of Polish patients who have co-occurring symptoms of PTSD and BPD or PTSD alone.",4,duplicate_article_id_noncanonical_source_issue,1/2024 vol. 26,"https://www.archivespp.pl/Issue-1-2024,13962"
