rank_within_group,journal_key,period,term,term_col,n_docs_group,n_docs_rest,group_doc_count,rest_doc_count,group_doc_pct,rest_doc_pct,pct_point_lift,ratio_lift,keyness_score
24,ijpa,1970-1989,ego functions,terms_bigram,915,11249,19,85,2.0765,0.7556,1.3209,2.8011,3.957003
25,ijpa,1970-1989,international psycho-analytical,terms_bigram,915,11249,21,117,2.2951,1.0401,1.255,2.2473,3.879226
26,ijpa,1970-1989,summary author,terms_bigram,915,11249,14,11,1.5301,0.0978,1.4323,15.4856,3.878654
27,ijpa,1970-1989,programme committee,terms_bigram,915,11249,14,12,1.5301,0.1067,1.4234,14.2467,3.85458
28,ijpa,1970-1989,summary attempted,terms_bigram,915,11249,14,16,1.5301,0.1422,1.3878,10.793,3.758286
29,ijpa,1970-1989,identification vicissitudes,terms_bigram,915,11249,13,0,1.4208,0.0,1.4208,331.6048,3.74948
30,ijpa,1970-1989,external objects,terms_bigram,915,11249,14,22,1.5301,0.1956,1.3345,7.9148,3.613843
31,ijpa,1970-1989,ego ideal,terms_bigram,915,11249,16,54,1.7486,0.48,1.2686,3.7183,3.59419
32,ijpa,1970-1989,joseph sandler,terms_bigram,915,11249,14,25,1.5301,0.2222,1.3078,6.9837,3.541622
33,ijpa,1970-1989,francisco calif,terms_bigram,915,11249,13,16,1.4208,0.1422,1.2785,10.0486,3.374114
34,ijpa,1970-1989,transference phenomena,terms_bigram,915,11249,14,32,1.5301,0.2845,1.2456,5.4795,3.373106
35,ijpa,1970-1989,haven conn,terms_bigram,915,11249,13,17,1.4208,0.1511,1.2696,9.4744,3.350654
36,ijpa,1970-1989,early object,terms_bigram,915,11249,14,36,1.5301,0.32,1.21,4.879,3.276812
37,ijpa,1970-1989,defence mechanisms,terms_bigram,915,11249,16,69,1.7486,0.6134,1.1352,2.9158,3.216394
38,ijpa,1970-1989,internal objects,terms_bigram,915,11249,17,84,1.8579,0.7467,1.1112,2.5435,3.211754
39,ijpa,1970-1989,transference resistance,terms_bigram,915,11249,14,42,1.5301,0.3734,1.1567,4.1902,3.13237
40,ijpa,1970-1989,beverly hills,terms_bigram,915,11249,15,62,1.6393,0.5512,1.0882,3.0459,3.017087
41,ijpa,1970-1989,chicago ill,terms_bigram,915,11249,13,33,1.4208,0.2934,1.1274,4.9493,2.975288
42,ijpa,1970-1989,terminable interminable,terms_bigram,915,11249,13,33,1.4208,0.2934,1.1274,4.9493,2.975288
43,ijpa,1970-1989,inner outer,terms_bigram,915,11249,14,50,1.5301,0.4445,1.0856,3.5264,2.93978
44,ijpa,1970-1989,instinctual drive,terms_bigram,915,11249,12,24,1.3115,0.2134,1.0981,6.2662,2.81663
45,ijpa,1970-1989,pleasure principle,terms_bigram,915,11249,17,102,1.8579,0.9067,0.9512,2.0969,2.749253
46,ijpa,1970-1989,mother child,terms_bigram,915,11249,13,46,1.4208,0.4089,1.0118,3.5656,2.670303
47,ijpa,1970-1989,mental functioning,terms_bigram,915,11249,19,135,2.0765,1.2001,0.8764,1.7675,2.625448
48,ijpa,1970-1989,death instinct,terms_bigram,915,11249,15,78,1.6393,0.6934,0.9459,2.425,2.622728
49,ijpa,1970-1989,libidinal aggressive,terms_bigram,915,11249,12,34,1.3115,0.3022,1.0092,4.4499,2.588614
50,ijpa,1970-1989,defence against,terms_bigram,915,11249,15,80,1.6393,0.7112,0.9282,2.3648,2.573433
51,ijpa,1970-1989,prize awarded,terms_bigram,915,11249,11,19,1.2022,0.1689,1.0333,7.243,2.567609
52,ijpa,1970-1989,internal external,terms_bigram,915,11249,17,110,1.8579,0.9779,0.8801,1.9451,2.543697
53,ijpa,1970-1989,michigan chicago,terms_bigram,915,11249,13,53,1.4208,0.4712,0.9496,3.0991,2.506081
54,ijpa,1970-1989,melanie klein's,terms_bigram,915,11249,13,54,1.4208,0.48,0.9407,3.0422,2.48262
55,ijpa,1970-1989,frame reference,terms_bigram,915,11249,13,55,1.4208,0.4889,0.9318,2.9874,2.45916
56,ijpa,1970-1989,points out,terms_bigram,915,11249,14,71,1.5301,0.6312,0.8989,2.4907,2.434232
57,ijpa,1970-1989,intrapsychic conflict,terms_bigram,915,11249,12,44,1.3115,0.3911,0.9203,3.4499,2.360599
58,ijpa,1970-1989,object loss,terms_bigram,915,11249,12,44,1.3115,0.3911,0.9203,3.4499,2.360599
59,ijpa,1970-1989,object relationship,terms_bigram,915,11249,14,76,1.5301,0.6756,0.8544,2.3279,2.313864
60,ijpa,1970-1989,summary concept,terms_bigram,915,11249,10,16,1.0929,0.1422,0.9507,7.8156,2.279586
61,ijpa,1970-1989,hills calif,terms_bigram,915,11249,10,17,1.0929,0.1511,0.9418,7.369,2.25827
62,ijpa,1970-1989,regents park,terms_bigram,915,11249,9,1,0.9836,0.0089,0.9747,77.7838,2.244369
63,ijpa,1970-1989,john klauber,terms_bigram,915,11249,9,3,0.9836,0.0267,0.9569,33.3359,2.20343
64,ijpa,1970-1989,leo rangell,terms_bigram,915,11249,11,38,1.2022,0.3378,0.8644,3.6685,2.147899
65,ijpa,1970-1989,early childhood,terms_bigram,915,11249,17,126,1.8579,1.1201,0.7378,1.699,2.132585
66,ijpa,1970-1989,foundation box,terms_bigram,915,11249,9,7,0.9836,0.0622,0.9214,15.5568,2.121553
67,ijpa,1970-1989,put forward,terms_bigram,915,11249,15,99,1.6393,0.8801,0.7593,1.9132,2.105132
68,ijpa,1970-1989,international congress,terms_bigram,915,11249,11,40,1.2022,0.3556,0.8466,3.4874,2.103719
69,ijpa,1970-1989,rio janeiro,terms_bigram,915,11249,10,25,1.0929,0.2222,0.8707,5.0572,2.087738
70,ijpa,1970-1989,box topeka,terms_bigram,915,11249,10,26,1.0929,0.2311,0.8618,4.8663,2.066421
71,ijpa,1970-1989,summary presents,terms_bigram,915,11249,9,10,0.9836,0.0889,0.8947,11.112,2.060145
72,ijpa,1970-1989,leonard shengold,terms_bigram,915,11249,9,11,0.9836,0.0978,0.8858,10.1457,2.039676
73,ijpa,1970-1989,summary presented,terms_bigram,915,11249,10,29,1.0929,0.2578,0.8351,4.3714,2.002472
74,ijpa,1970-1989,external world,terms_bigram,915,11249,15,104,1.6393,0.9245,0.7148,1.8217,1.981895
75,ijpa,1970-1989,introductory remarks,terms_bigram,915,11249,9,14,0.9836,0.1245,0.8592,8.0466,1.978268
76,ijpa,1970-1989,analyst's interpretations,terms_bigram,915,11249,9,14,0.9836,0.1245,0.8592,8.0466,1.978268
77,ijpa,1970-1989,summary freud's,terms_bigram,915,11249,9,14,0.9836,0.1245,0.8592,8.0466,1.978268
78,ijpa,1970-1989,topeka kansas,terms_bigram,915,11249,11,46,1.2022,0.4089,0.7933,3.0374,1.971178
79,ijpa,1970-1989,sutter san,terms_bigram,915,11249,9,15,0.9836,0.1333,0.8503,7.5275,1.957799
80,ijpa,1970-1989,object constancy,terms_bigram,915,11249,10,32,1.0929,0.2845,0.8084,3.9679,1.938522
81,ijpa,1970-1989,shall attempt,terms_bigram,915,11249,10,32,1.0929,0.2845,0.8084,3.9679,1.938522
82,ijpa,1970-1989,representational world,terms_bigram,915,11249,9,16,0.9836,0.1422,0.8414,7.0713,1.93733
83,ijpa,1970-1989,ann arbor,terms_bigram,915,11249,14,92,1.5301,0.8179,0.7122,1.9252,1.928685
84,ijpa,1970-1989,character disorders,terms_bigram,915,11249,9,17,0.9836,0.1511,0.8325,6.6672,1.916861
85,ijpa,1970-1989,outside world,terms_bigram,915,11249,11,50,1.2022,0.4445,0.7577,2.7968,1.882818
86,ijpa,1970-1989,maresfield gardens,terms_bigram,915,11249,9,19,0.9836,0.1689,0.8147,5.9834,1.875922
87,ijpa,1970-1989,klauber john,terms_bigram,915,11249,8,3,0.8743,0.0267,0.8476,29.8269,1.862473
88,ijpa,1970-1989,take account,terms_bigram,915,11249,11,51,1.2022,0.4534,0.7488,2.7425,1.860728
89,ijpa,1970-1989,instinctual drives,terms_bigram,915,11249,11,51,1.2022,0.4534,0.7488,2.7425,1.860728
90,ijpa,1970-1989,psycho-analytical congress,terms_bigram,915,11249,12,66,1.3115,0.5867,0.7248,2.3086,1.858964
91,ijpa,1970-1989,life cycle,terms_bigram,915,11249,9,20,0.9836,0.1778,0.8058,5.6915,1.855453
92,ijpa,1970-1989,andr green,terms_bigram,915,11249,10,37,1.0929,0.3289,0.764,3.4389,1.831939
93,ijpa,1970-1989,female sexuality,terms_bigram,915,11249,11,54,1.2022,0.48,0.7221,2.5915,1.794458
94,ijpa,1970-1989,castration anxiety,terms_bigram,915,11249,12,69,1.3115,0.6134,0.6981,2.2089,1.790559
95,ijpa,1970-1989,self-object differentiation,terms_bigram,915,11249,8,7,0.8743,0.0622,0.8121,13.9192,1.784342
96,ijpa,1970-1989,clifton hill,terms_bigram,915,11249,8,7,0.8743,0.0622,0.8121,13.9192,1.784342
97,ijpa,1970-1989,drive beverly,terms_bigram,915,11249,9,24,0.9836,0.2134,0.7703,4.7623,1.773576
98,ijpa,1970-1989,parts self,terms_bigram,915,11249,9,25,0.9836,0.2222,0.7614,4.5755,1.753107
99,ijpa,1970-1989,robert stolorow,terms_bigram,915,11249,9,25,0.9836,0.2222,0.7614,4.5755,1.753107
100,ijpa,1970-1989,psycho-analytical association,terms_bigram,915,11249,11,56,1.2022,0.4978,0.7044,2.4998,1.750278
1,ijpa,1990-2009,final version,terms_bigram,1396,10768,218,153,15.616,1.4209,14.1952,10.9729,76.498785
2,ijpa,1990-2009,version accepted,terms_bigram,1396,10768,217,146,15.5444,1.3559,14.1885,11.4446,76.398142
3,ijpa,1990-2009,author argues,terms_bigram,1396,10768,80,82,5.7307,0.7615,4.9691,7.5218,21.836648
4,ijpa,1990-2009,author discusses,terms_bigram,1396,10768,63,61,4.5129,0.5665,3.9464,7.9593,16.412619
5,ijpa,1990-2009,author describes,terms_bigram,1396,10768,63,67,4.5129,0.6222,3.8907,7.2519,16.180883
6,ijpa,1990-2009,author presents,terms_bigram,1396,10768,56,35,4.0115,0.325,3.6864,12.2687,14.904402
7,ijpa,1990-2009,buenos aires,terms_bigram,1396,10768,62,142,4.4413,1.3187,3.1225,3.381,12.937098
8,ijpa,1990-2009,author suggests,terms_bigram,1396,10768,48,57,3.4384,0.5293,2.909,6.5021,11.321497
9,ijpa,1990-2009,psychic reality,terms_bigram,1396,10768,49,100,3.51,0.9287,2.5814,3.7968,10.098305
10,ijpa,1990-2009,transference countertransference,terms_bigram,1396,10768,52,187,3.7249,1.7366,1.9883,2.1584,7.894137
11,ijpa,1990-2009,author examines,terms_bigram,1396,10768,35,39,2.5072,0.3622,2.145,6.928,7.686573
12,ijpa,1990-2009,author explores,terms_bigram,1396,10768,35,44,2.5072,0.4086,2.0985,6.1496,7.520176
13,ijpa,1990-2009,psychic change,terms_bigram,1396,10768,33,29,2.3639,0.2693,2.0946,8.7539,7.386245
14,ijpa,1990-2009,author shows,terms_bigram,1396,10768,31,19,2.2206,0.1764,2.0442,12.4525,7.084594
15,ijpa,1990-2009,author considers,terms_bigram,1396,10768,32,30,2.2923,0.2786,2.0137,8.2141,7.040779
16,ijpa,1990-2009,common ground,terms_bigram,1396,10768,30,32,2.149,0.2972,1.8518,7.2343,6.359127
17,ijpa,1990-2009,accepted march,terms_bigram,1396,10768,26,16,1.8625,0.1486,1.7139,12.3806,5.648655
18,ijpa,1990-2009,accepted february,terms_bigram,1396,10768,25,9,1.7908,0.0836,1.7072,20.6917,5.562385
19,ijpa,1990-2009,projective identification,terms_bigram,1396,10768,42,173,3.0086,1.6066,1.402,1.8883,5.273142
20,ijpa,1990-2009,accepted september,terms_bigram,1396,10768,25,28,1.7908,0.26,1.5308,6.8972,4.987498
21,ijpa,1990-2009,author attempts,terms_bigram,1396,10768,23,13,1.6476,0.1207,1.5268,13.4188,4.852368
22,ijpa,1990-2009,aires argentina,terms_bigram,1396,10768,27,56,1.9341,0.5201,1.414,3.752,4.711864
23,ijpa,1990-2009,acting out,terms_bigram,1396,10768,34,130,2.4355,1.2073,1.2282,2.0379,4.366854
24,ijpa,1990-2009,ogden thomas,terms_bigram,1396,10768,22,24,1.5759,0.2229,1.353,7.0794,4.242476
25,ijpa,1990-2009,thomas ogden,terms_bigram,1396,10768,23,38,1.6476,0.3529,1.2947,4.7053,4.114521
26,ijpa,1990-2009,accepted april,terms_bigram,1396,10768,20,13,1.4327,0.1207,1.3119,11.7057,3.994221
27,ijpa,1990-2009,accepted january,terms_bigram,1396,10768,20,13,1.4327,0.1207,1.3119,11.7057,3.994221
28,ijpa,1990-2009,chemin des,terms_bigram,1396,10768,19,3,1.361,0.0279,1.3332,42.9483,3.993824
29,ijpa,1990-2009,net final,terms_bigram,1396,10768,18,0,1.2894,0.0,1.2894,285.2205,3.796555
30,ijpa,1990-2009,author proposes,terms_bigram,1396,10768,23,50,1.6476,0.4643,1.1832,3.5872,3.760355
31,ijpa,1990-2009,put forward,terms_bigram,1396,10768,27,87,1.9341,0.8079,1.1261,2.4227,3.752555
32,ijpa,1990-2009,accepted october,terms_bigram,1396,10768,19,15,1.361,0.1393,1.2217,9.698,3.659976
33,ijpa,1990-2009,author begins,terms_bigram,1396,10768,18,6,1.2894,0.0557,1.2337,21.94,3.632488
34,ijpa,1990-2009,author's view,terms_bigram,1396,10768,18,10,1.2894,0.0929,1.1965,13.5819,3.523111
35,ijpa,1990-2009,author uses,terms_bigram,1396,10768,18,13,1.2894,0.1207,1.1687,10.5637,3.441078
36,ijpa,1990-2009,oedipus complex,terms_bigram,1396,10768,39,202,2.7937,1.8759,0.9178,1.5037,3.385534
37,ijpa,1990-2009,author offers,terms_bigram,1396,10768,18,21,1.2894,0.195,1.0944,6.633,3.222323
38,ijpa,1990-2009,unconscious fantasy,terms_bigram,1396,10768,23,70,1.6476,0.6501,0.9975,2.5696,3.170077
39,ijpa,1990-2009,des fourches,terms_bigram,1396,10768,16,3,1.1461,0.0279,1.1183,36.3408,3.168302
40,ijpa,1990-2009,author concludes,terms_bigram,1396,10768,17,14,1.2178,0.13,1.0878,9.3036,3.144002
41,ijpa,1990-2009,ogden laurel,terms_bigram,1396,10768,17,14,1.2178,0.13,1.0878,9.3036,3.144002
42,ijpa,1990-2009,mental functioning,terms_bigram,1396,10768,29,125,2.0774,1.1608,0.9165,1.812,3.117255
43,ijpa,1990-2009,laurel san,terms_bigram,1396,10768,17,16,1.2178,0.1486,1.0692,8.1759,3.090318
44,ijpa,1990-2009,internal external,terms_bigram,1396,10768,26,101,1.8625,0.938,0.9245,2.0126,3.047001
45,ijpa,1990-2009,paulo brazil,terms_bigram,1396,10768,17,18,1.2178,0.1672,1.0506,7.292,3.036633
46,ijpa,1990-2009,finally author,terms_bigram,1396,10768,16,11,1.1461,0.1022,1.044,11.0603,2.95781
47,ijpa,1990-2009,quinodoz chemin,terms_bigram,1396,10768,15,3,1.0745,0.0279,1.0466,34.1384,2.901897
48,ijpa,1990-2009,accepted june,terms_bigram,1396,10768,15,3,1.0745,0.0279,1.0466,34.1384,2.901897
49,ijpa,1990-2009,porto alegre,terms_bigram,1396,10768,16,15,1.1461,0.1393,1.0068,8.206,2.852565
50,ijpa,1990-2009,author illustrates,terms_bigram,1396,10768,16,16,1.1461,0.1486,0.9975,7.7087,2.826253
51,ijpa,1990-2009,inner world,terms_bigram,1396,10768,24,91,1.7192,0.8451,0.8741,2.0641,2.813623
52,ijpa,1990-2009,analyst's mind,terms_bigram,1396,10768,16,18,1.1461,0.1672,0.979,6.8753,2.77363
53,ijpa,1990-2009,accepted december,terms_bigram,1396,10768,15,8,1.0745,0.0743,1.0002,14.057,2.773155
54,ijpa,1990-2009,accepted november,terms_bigram,1396,10768,16,19,1.1461,0.1764,0.9697,6.5227,2.747319
55,ijpa,1990-2009,ipa congress,terms_bigram,1396,10768,16,21,1.1461,0.195,0.9511,5.9159,2.694696
56,ijpa,1990-2009,external reality,terms_bigram,1396,10768,24,95,1.7192,0.8822,0.837,1.9776,2.694051
57,ijpa,1990-2009,cologny geneva,terms_bigram,1396,10768,14,1,1.0029,0.0093,0.9936,74.5171,2.690661
58,ijpa,1990-2009,fourches cologny,terms_bigram,1396,10768,14,2,1.0029,0.0186,0.9843,44.7102,2.665512
59,ijpa,1990-2009,author demonstrates,terms_bigram,1396,10768,15,14,1.0745,0.13,0.9445,8.2403,2.618665
60,ijpa,1990-2009,authors present,terms_bigram,1396,10768,15,18,1.0745,0.1672,0.9073,6.4586,2.515671
61,ijpa,1990-2009,francisco thomas,terms_bigram,1396,10768,15,18,1.0745,0.1672,0.9073,6.4586,2.515671
62,ijpa,1990-2009,peter fonagy,terms_bigram,1396,10768,18,49,1.2894,0.4551,0.8343,2.881,2.456682
63,ijpa,1990-2009,author contends,terms_bigram,1396,10768,14,11,1.0029,0.1022,0.9007,9.7196,2.43917
64,ijpa,1990-2009,andr green,terms_bigram,1396,10768,16,31,1.1461,0.2879,0.8582,4.0379,2.431582
65,ijpa,1990-2009,author aims,terms_bigram,1396,10768,13,3,0.9312,0.0279,0.9034,29.7334,2.38405
66,ijpa,1990-2009,starting point,terms_bigram,1396,10768,20,72,1.4327,0.6686,0.764,2.1797,2.326067
67,ijpa,1990-2009,author addresses,terms_bigram,1396,10768,13,8,0.9312,0.0743,0.8569,12.2432,2.261508
68,ijpa,1990-2009,suite los,terms_bigram,1396,10768,14,21,1.0029,0.195,0.8078,5.1989,2.18768
69,ijpa,1990-2009,author focuses,terms_bigram,1396,10768,13,12,0.9312,0.1114,0.8198,8.3254,2.163475
70,ijpa,1990-2009,part author,terms_bigram,1396,10768,12,2,0.8596,0.0186,0.841,38.5433,2.157187
71,ijpa,1990-2009,mental states,terms_bigram,1396,10768,18,63,1.2894,0.5851,0.7043,2.2458,2.073861
72,ijpa,1990-2009,draws attention,terms_bigram,1396,10768,13,16,0.9312,0.1486,0.7826,6.3071,2.065442
73,ijpa,1990-2009,paris france,terms_bigram,1396,10768,18,65,1.2894,0.6036,0.6858,2.1773,2.019172
74,ijpa,1990-2009,unconscious fantasies,terms_bigram,1396,10768,19,74,1.361,0.6872,0.6738,2.0177,2.018555
75,ijpa,1990-2009,blvd suite,terms_bigram,1396,10768,12,11,0.8596,0.1022,0.7574,8.379,1.942806
76,ijpa,1990-2009,author tries,terms_bigram,1396,10768,12,11,0.8596,0.1022,0.7574,8.379,1.942806
77,ijpa,1990-2009,danielle quinodoz,terms_bigram,1396,10768,11,1,0.788,0.0093,0.7787,59.0997,1.934944
78,ijpa,1990-2009,transference interpretation,terms_bigram,1396,10768,14,32,1.0029,0.2972,0.7057,3.4392,1.91104
79,ijpa,1990-2009,psychic functioning,terms_bigram,1396,10768,16,51,1.1461,0.4736,0.6725,2.4698,1.905354
80,ijpa,1990-2009,bloomingdale white,terms_bigram,1396,10768,14,33,1.0029,0.3065,0.6964,3.3366,1.885891
81,ijpa,1990-2009,internal object,terms_bigram,1396,10768,18,70,1.2894,0.6501,0.6393,2.0228,1.88245
82,ijpa,1990-2009,author notes,terms_bigram,1396,10768,11,5,0.788,0.0464,0.7415,16.1181,1.842637
83,ijpa,1990-2009,montevideo uruguay,terms_bigram,1396,10768,12,16,0.8596,0.1486,0.711,5.8399,1.823706
84,ijpa,1990-2009,author gives,terms_bigram,1396,10768,11,6,0.788,0.0557,0.7322,13.6384,1.81956
85,ijpa,1990-2009,glen gabbard,terms_bigram,1396,10768,16,55,1.1461,0.5108,0.6354,2.2918,1.800108
86,ijpa,1990-2009,authors argue,terms_bigram,1396,10768,11,7,0.788,0.065,0.723,11.8199,1.796484
87,ijpa,1990-2009,primitive mental,terms_bigram,1396,10768,12,18,0.8596,0.1672,0.6924,5.2086,1.776066
88,ijpa,1990-2009,latin america,terms_bigram,1396,10768,12,19,0.8596,0.1764,0.6832,4.9414,1.752245
89,ijpa,1990-2009,patient's psychic,terms_bigram,1396,10768,13,29,0.9312,0.2693,0.6619,3.5277,1.746833
90,ijpa,1990-2009,las heras,terms_bigram,1396,10768,11,10,0.788,0.0929,0.6951,8.4428,1.727253
91,ijpa,1990-2009,internal world,terms_bigram,1396,10768,18,76,1.2894,0.7058,0.5836,1.8642,1.718384
92,ijpa,1990-2009,t-online final,terms_bigram,1396,10768,10,0,0.7163,0.0,0.7163,161.8819,1.71769
93,ijpa,1990-2009,quinodoz danielle,terms_bigram,1396,10768,10,1,0.7163,0.0093,0.707,53.9606,1.695421
94,ijpa,1990-2009,points out,terms_bigram,1396,10768,17,68,1.2178,0.6315,0.5863,1.9694,1.694522
95,ijpa,1990-2009,david tuckett,terms_bigram,1396,10768,11,12,0.788,0.1114,0.6765,7.092,1.6811
96,ijpa,1990-2009,rio janeiro,terms_bigram,1396,10768,12,23,0.8596,0.2136,0.646,4.1004,1.656965
97,ijpa,1990-2009,jerusalem israel,terms_bigram,1396,10768,14,43,1.0029,0.3993,0.6035,2.5696,1.6344
98,ijpa,1990-2009,conscious unconscious,terms_bigram,1396,10768,25,139,1.7908,1.2909,0.5,1.4091,1.628948
99,ijpa,1990-2009,green andr,terms_bigram,1396,10768,10,4,0.7163,0.0371,0.6792,17.9869,1.628615
100,ijpa,1990-2009,take place,terms_bigram,1396,10768,25,140,1.7908,1.3001,0.4907,1.3991,1.59869
1,ijpa,2010-2025,accepted publication,terms_bigram,1221,10943,224,25,18.3456,0.2285,18.1172,78.8463,98.124367
2,ijpa,2010-2025,final version,terms_bigram,1221,10943,151,220,12.3669,2.0104,10.3565,6.1533,52.029792
3,ijpa,2010-2025,version accepted,terms_bigram,1221,10943,146,217,11.9574,1.983,9.9744,6.0323,49.776616
4,ijpa,2010-2025,art culo,terms_bigram,1221,10943,62,3,5.0778,0.0274,5.0504,159.9252,20.924447
5,ijpa,2010-2025,paris france,terms_bigram,1221,10943,50,33,4.095,0.3016,3.7934,13.5005,14.91515
6,ijpa,2010-2025,psicoan lisis,terms_bigram,1221,10943,37,6,3.0303,0.0548,2.9755,51.6681,10.823541
7,ijpa,2010-2025,rachel blass,terms_bigram,1221,10943,36,10,2.9484,0.0914,2.857,31.1321,10.316466
8,ijpa,2010-2025,buenos aires,terms_bigram,1221,10943,48,156,3.9312,1.4256,2.5056,2.7754,9.751481
9,ijpa,2010-2025,este art,terms_bigram,1221,10943,33,1,2.7027,0.0091,2.6936,200.0131,9.498479
10,ijpa,2010-2025,world war,terms_bigram,1221,10943,39,71,3.1941,0.6488,2.5453,4.9476,9.389255
11,ijpa,2010-2025,und der,terms_bigram,1221,10943,33,5,2.7027,0.0457,2.657,54.549,9.36958
12,ijpa,2010-2025,psicoanal tica,terms_bigram,1221,10943,29,4,2.3751,0.0366,2.3385,58.7103,7.953868
13,ijpa,2010-2025,death drive,terms_bigram,1221,10943,31,33,2.5389,0.3016,2.2373,8.4211,7.754029
14,ijpa,2010-2025,mit dem,terms_bigram,1221,10943,28,1,2.2932,0.0091,2.2841,170.1604,7.691119
15,ijpa,2010-2025,publication march,terms_bigram,1221,10943,29,16,2.3751,0.1462,2.2289,16.0119,7.580895
16,ijpa,2010-2025,der psychoanalyse,terms_bigram,1221,10943,28,7,2.2932,0.064,2.2292,34.0321,7.506492
17,ijpa,2010-2025,auf die,terms_bigram,1221,10943,27,0,2.2113,0.0,2.2113,492.5696,7.368511
18,ijpa,2010-2025,heinz weiss,terms_bigram,1221,10943,27,3,2.2113,0.0274,2.1839,70.3671,7.27716
19,ijpa,2010-2025,und die,terms_bigram,1221,10943,26,2,2.1294,0.0183,2.1111,94.9316,6.957926
20,ijpa,2010-2025,publication october,terms_bigram,1221,10943,27,18,2.2113,0.1645,2.0468,13.3127,6.820401
21,ijpa,2010-2025,l'auteur cet,terms_bigram,1221,10943,25,0,2.0475,0.0,2.0475,456.7463,6.670959
22,ijpa,2010-2025,presente articolo,terms_bigram,1221,10943,25,0,2.0475,0.0,2.0475,456.7463,6.670959
23,ijpa,2010-2025,publication december,terms_bigram,1221,10943,25,11,2.0475,0.1005,1.947,19.8585,6.343453
24,ijpa,2010-2025,mit der,terms_bigram,1221,10943,24,1,1.9656,0.0091,1.9565,146.2782,6.297614
25,ijpa,2010-2025,publication august,terms_bigram,1221,10943,24,9,1.9656,0.0822,1.8834,23.0966,6.062294
26,ijpa,2010-2025,sigmund freud,terms_bigram,1221,10943,38,161,3.1122,1.4713,1.6409,2.135,6.011696
27,ijpa,2010-2025,ainsi que,terms_bigram,1221,10943,23,0,1.8837,0.0,1.8837,420.9231,5.986506
28,ijpa,2010-2025,psicoanal tico,terms_bigram,1221,10943,23,1,1.8837,0.0091,1.8746,140.3077,5.957464
29,ijpa,2010-2025,international journal,terms_bigram,1221,10943,34,123,2.7846,1.124,1.6606,2.5018,5.903999
30,ijpa,2010-2025,blass rachel,terms_bigram,1221,10943,23,8,1.8837,0.0731,1.8106,24.7602,5.754171
31,ijpa,2010-2025,unconscious phantasy,terms_bigram,1221,10943,25,31,2.0475,0.2833,1.7642,7.2499,5.747986
32,ijpa,2010-2025,francis grier,terms_bigram,1221,10943,21,0,1.7199,0.0,1.7199,385.0998,5.316289
33,ijpa,2010-2025,una serie,terms_bigram,1221,10943,21,0,1.7199,0.0,1.7199,385.0998,5.316289
34,ijpa,2010-2025,dass die,terms_bigram,1221,10943,21,0,1.7199,0.0,1.7199,385.0998,5.316289
35,ijpa,2010-2025,aires argentina,terms_bigram,1221,10943,26,57,2.1294,0.5209,1.6085,4.1275,5.301423
36,ijpa,2010-2025,british society,terms_bigram,1221,10943,25,54,2.0475,0.4935,1.554,4.1903,5.063199
37,ijpa,2010-2025,psychic functioning,terms_bigram,1221,10943,24,43,1.9656,0.3929,1.5727,5.0441,5.062187
38,ijpa,2010-2025,melanie klein,terms_bigram,1221,10943,34,149,2.7846,1.3616,1.423,2.0667,5.059267
39,ijpa,2010-2025,peut tre,terms_bigram,1221,10943,20,0,1.638,0.0,1.638,367.1882,4.986933
40,ijpa,2010-2025,frankfurt germany,terms_bigram,1221,10943,21,12,1.7199,0.1097,1.6102,15.404,4.977328
41,ijpa,2010-2025,apr s-coup,terms_bigram,1221,10943,21,14,1.7199,0.1279,1.592,13.2793,4.920835
42,ijpa,2010-2025,que les,terms_bigram,1221,10943,20,3,1.638,0.0274,1.6106,52.4555,4.903468
43,ijpa,2010-2025,author proposes,terms_bigram,1221,10943,24,49,1.9656,0.4478,1.5178,4.4327,4.885697
44,ijpa,2010-2025,dana birksted-breen,terms_bigram,1221,10943,20,7,1.638,0.064,1.574,24.4792,4.792181
45,ijpa,2010-2025,accepted september,terms_bigram,1221,10943,22,31,1.8018,0.2833,1.5185,6.397,4.761297
46,ijpa,2010-2025,como una,terms_bigram,1221,10943,19,0,1.5561,0.0,1.5561,349.2766,4.661664
47,ijpa,2010-2025,compr hension,terms_bigram,1221,10943,19,0,1.5561,0.0,1.5561,349.2766,4.661664
48,ijpa,2010-2025,dieser beitrag,terms_bigram,1221,10943,19,0,1.5561,0.0,1.5561,349.2766,4.661664
49,ijpa,2010-2025,abbot bronstein,terms_bigram,1221,10943,19,2,1.5561,0.0183,1.5378,69.8553,4.606912
50,ijpa,2010-2025,internal object,terms_bigram,1221,10943,24,64,1.9656,0.5848,1.3808,3.4018,4.444473
51,ijpa,2010-2025,states mind,terms_bigram,1221,10943,24,64,1.9656,0.5848,1.3808,3.4018,4.444473
52,ijpa,2010-2025,psychic reality,terms_bigram,1221,10943,29,120,2.3751,1.0966,1.2785,2.1925,4.348468
53,ijpa,2010-2025,berlin germany,terms_bigram,1221,10943,20,23,1.638,0.2102,1.4278,7.8125,4.347035
54,ijpa,2010-2025,l'exp rience,terms_bigram,1221,10943,18,0,1.4742,0.0,1.4742,331.365,4.340696
55,ijpa,2010-2025,del psicoan,terms_bigram,1221,10943,18,0,1.4742,0.0,1.4742,331.365,4.340696
