journal_id,journal_label,pep_code_candidate,probe_year,document_id,pep_code_record,year_record,title,authors,source_title,volume,issue,pages,doi,article_type,has_abstract,has_keywords,n_keywords,keywords_joined,keyword_source,art_kwds_count,source_file,harvest_file,harvest_year_from_filename
japa,Journal of the American Psychoanalytic Association,APA,1953,APA.001.0222A,APA,1953,Studies on the Nature of Suggestion—Part I Experimental Induction of Dreams by Direct Suggestion,Charles Fisher,Journal of the American Psychoanalytic Association,1,,222-255,,ART,True,False,0,,,0,data\raw_pep_metadata\japa\1953\japa_APA_1953_art_id_APA._AND_year_1953.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\japa\japa_1953_pep_articles_raw.csv,1953
japa,Journal of the American Psychoanalytic Association,APA,1953,APA.001.0510A,APA,1953,The Psychoanalytic Treatment of a Man Suffering with Ulcerative Colitis,Mary McKinniss Cushing,Journal of the American Psychoanalytic Association,1,,510-518,,ART,True,False,0,,,0,data\raw_pep_metadata\japa\1953\japa_APA_1953_art_id_APA._AND_year_1953.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\japa\japa_1953_pep_articles_raw.csv,1953
japa,Journal of the American Psychoanalytic Association,APA,1953,APA.001.0389A,APA,1953,Reconstruction and Screen Function,Norman Reider,Journal of the American Psychoanalytic Association,1,,389-405,,ART,True,False,0,,,0,data\raw_pep_metadata\japa\1953\japa_APA_1953_art_id_APA._AND_year_1953.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\japa\japa_1953_pep_articles_raw.csv,1953
japa,Journal of the American Psychoanalytic Association,APA,1953,APA.001.0706A,APA,1953,"Bibliography of Early Psychoanalytic Monographic Series—2—secondary, Publisher-Sponsored Series","Ilse Bry,  Helen Bayne and  Myrl Ebert",Journal of the American Psychoanalytic Association,1,,706-718,,ART,True,False,0,,,0,data\raw_pep_metadata\japa\1953\japa_APA_1953_art_id_APA._AND_year_1953.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\japa\japa_1953_pep_articles_raw.csv,1953
japa,Journal of the American Psychoanalytic Association,APA,1953,APA.001.0144A,APA,1953,Past and Present in the Transference,Mark Kanzer,Journal of the American Psychoanalytic Association,1,,144-154,,ART,True,False,0,,,0,data\raw_pep_metadata\japa\1953\japa_APA_1953_art_id_APA._AND_year_1953.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\japa\japa_1953_pep_articles_raw.csv,1953
japa,Journal of the American Psychoanalytic Association,APA,1953,APA.001.0519A,APA,1953,Bibliography of Early Psychoanalytic Monographic Series—I—under the Editorship of Freud,"Ilse Bry,  Helen Bayne and  Myrl Ebert",Journal of the American Psychoanalytic Association,1,,519-525,,ART,True,False,0,,,0,data\raw_pep_metadata\japa\1953\japa_APA_1953_art_id_APA._AND_year_1953.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\japa\japa_1953_pep_articles_raw.csv,1953
japa,Journal of the American Psychoanalytic Association,APA,1953,APA.001.0458A,APA,1953,On the Psychodynamics of Teasing,Samuel J. Sperling,Journal of the American Psychoanalytic Association,1,,458-483,,ART,True,False,0,,,0,data\raw_pep_metadata\japa\1953\japa_APA_1953_art_id_APA._AND_year_1953.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\japa\japa_1953_pep_articles_raw.csv,1953
japa,Journal of the American Psychoanalytic Association,APA,1953,APA.001.0022A,APA,1953,Narcissistic Object Choice in Women,Annie Reich,Journal of the American Psychoanalytic Association,1,,22-44,,ART,True,False,0,,,0,data\raw_pep_metadata\japa\1953\japa_APA_1953_art_id_APA._AND_year_1953.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\japa\japa_1953_pep_articles_raw.csv,1953
japa,Journal of the American Psychoanalytic Association,APA,1953,APA.001.0059A,APA,1953,The Distortion of the Symbolic Process in Neurosis and Psychosis,Lawrence S. Kubie,Journal of the American Psychoanalytic Association,1,,59-86,,ART,True,False,0,,,0,data\raw_pep_metadata\japa\1953\japa_APA_1953_art_id_APA._AND_year_1953.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\japa\japa_1953_pep_articles_raw.csv,1953
japa,Journal of the American Psychoanalytic Association,APA,1953,APA.001.0256A,APA,1953,Psychoanalysis and Members of Minority Groups,Viola W. Bernard,Journal of the American Psychoanalytic Association,1,,256-267,,ART,True,False,0,,,0,data\raw_pep_metadata\japa\1953\japa_APA_1953_art_id_APA._AND_year_1953.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\japa\japa_1953_pep_articles_raw.csv,1953
japa,Journal of the American Psychoanalytic Association,APA,1953,APA.001.0268A,APA,1953,Countertransference and Counteridentification,Robert Fliess,Journal of the American Psychoanalytic Association,1,,268-284,,ART,True,False,0,,,0,data\raw_pep_metadata\japa\1953\japa_APA_1953_art_id_APA._AND_year_1953.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\japa\japa_1953_pep_articles_raw.csv,1953
japa,Journal of the American Psychoanalytic Association,APA,1953,APA.001.0197A,APA,1953,The Present Status of Organized Psychoanalysis in the United States,Robert P. Knight,Journal of the American Psychoanalytic Association,1,,197-221,,ART,True,False,0,,,0,data\raw_pep_metadata\japa\1953\japa_APA_1953_art_id_APA._AND_year_1953.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\japa\japa_1953_pep_articles_raw.csv,1953
japa,Journal of the American Psychoanalytic Association,APA,1953,APA.001.0007A,APA,1953,On Boredom,Ralph R. Greenson,Journal of the American Psychoanalytic Association,1,,7-21,,ART,True,False,0,,,0,data\raw_pep_metadata\japa\1953\japa_APA_1953_art_id_APA._AND_year_1953.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\japa\japa_1953_pep_articles_raw.csv,1953
japa,Journal of the American Psychoanalytic Association,APA,1953,APA.001.0581A,APA,1953,"Freud's Studies on Cocaine, 1884-1887",Siegfried Bernfeld,Journal of the American Psychoanalytic Association,1,,581-613,,ART,True,False,0,,,0,data\raw_pep_metadata\japa\1953\japa_APA_1953_art_id_APA._AND_year_1953.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\japa\japa_1953_pep_articles_raw.csv,1953
japa,Journal of the American Psychoanalytic Association,APA,1953,APA.001.0672A,APA,1953,"The Ear, Listening and Hearing",Peter Hobart Knapp,Journal of the American Psychoanalytic Association,1,,672-689,,ART,True,False,0,,,0,data\raw_pep_metadata\japa\1953\japa_APA_1953_art_id_APA._AND_year_1953.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\japa\japa_1953_pep_articles_raw.csv,1953
japa,Journal of the American Psychoanalytic Association,APA,1953,APA.001.0285A,APA,1953,Fetishism,Robert C. Bak,Journal of the American Psychoanalytic Association,1,,285-298,,ART,True,False,0,,,0,data\raw_pep_metadata\japa\1953\japa_APA_1953_art_id_APA._AND_year_1953.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\japa\japa_1953_pep_articles_raw.csv,1953
japa,Journal of the American Psychoanalytic Association,APA,1953,APA.001.0104A,APA,1953,The Effect of the Structure of the Ego on Psychoanalytic Technique,K. R. Eissler,Journal of the American Psychoanalytic Association,1,,104-143,,ART,True,False,0,,,0,data\raw_pep_metadata\japa\1953\japa_APA_1953_art_id_APA._AND_year_1953.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\japa\japa_1953_pep_articles_raw.csv,1953
japa,Journal of the American Psychoanalytic Association,APA,1953,APA.001.0406A,APA,1953,Studies on the Nature of Suggestion—Part II the Transference Meaning of Giving Suggestions,Charles Fisher,Journal of the American Psychoanalytic Association,1,,406-437,,ART,True,False,0,,,0,data\raw_pep_metadata\japa\1953\japa_APA_1953_art_id_APA._AND_year_1953.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\japa\japa_1953_pep_articles_raw.csv,1953
japa,Journal of the American Psychoanalytic Association,APA,1953,APA.001.0690A,APA,1953,The Role of Perception in the Mechanism of Denial,Louis Linn,Journal of the American Psychoanalytic Association,1,,690-705,,ART,True,False,0,,,0,data\raw_pep_metadata\japa\1953\japa_APA_1953_art_id_APA._AND_year_1953.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\japa\japa_1953_pep_articles_raw.csv,1953
japa,Journal of the American Psychoanalytic Association,APA,1953,APA.001.0504A,APA,1953,The Interchangeability of Phallus and Female Genital,Leo Rangell,Journal of the American Psychoanalytic Association,1,,504-509,,ART,True,False,0,,,0,data\raw_pep_metadata\japa\1953\japa_APA_1953_art_id_APA._AND_year_1953.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\japa\japa_1953_pep_articles_raw.csv,1953
japa,Journal of the American Psychoanalytic Association,APA,1953,APA.001.0087A,APA,1953,Defenses in Symptom Formation,George Gero,Journal of the American Psychoanalytic Association,1,,87-103,,ART,True,False,0,,,0,data\raw_pep_metadata\japa\1953\japa_APA_1953_art_id_APA._AND_year_1953.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\japa\japa_1953_pep_articles_raw.csv,1953
japa,Journal of the American Psychoanalytic Association,APA,1953,APA.001.0614A,APA,1953,Federn's Ego Psychology and its Application to Agoraphobia,Edoardo Weiss,Journal of the American Psychoanalytic Association,1,,614-628,,ART,True,False,0,,,0,data\raw_pep_metadata\japa\1953\japa_APA_1953_art_id_APA._AND_year_1953.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\japa\japa_1953_pep_articles_raw.csv,1953
japa,Journal of the American Psychoanalytic Association,APA,1953,APA.001.0005A,APA,1953,The Journal of the American Psychoanalytic Association,Robert P. Knight,Journal of the American Psychoanalytic Association,1,,5-6,,ART,True,False,0,,,0,data\raw_pep_metadata\japa\1953\japa_APA_1953_art_id_APA._AND_year_1953.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\japa\japa_1953_pep_articles_raw.csv,1953
japa,Journal of the American Psychoanalytic Association,APA,1953,APA.001.0629A,APA,1953,Cultural Factors in Psychoanalytic Therapy,George Devereux,Journal of the American Psychoanalytic Association,1,,629-655,,ART,True,False,0,,,0,data\raw_pep_metadata\japa\1953\japa_APA_1953_art_id_APA._AND_year_1953.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\japa\japa_1953_pep_articles_raw.csv,1953
japa,Journal of the American Psychoanalytic Association,APA,1953,APA.001.0438A,APA,1953,The Disorder of Depression and Elation—A Clinical Study of the Changes from One State to the Other,Gregory Rochlin,Journal of the American Psychoanalytic Association,1,,438-457,,ART,True,False,0,,,0,data\raw_pep_metadata\japa\1953\japa_APA_1953_art_id_APA._AND_year_1953.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\japa\japa_1953_pep_articles_raw.csv,1953
japa,Journal of the American Psychoanalytic Association,APA,1953,APA.001.0656A,APA,1953,Orality in the Hysterical Personality,Judd Marmor,Journal of the American Psychoanalytic Association,1,,656-670,,ART,True,False,0,,,0,data\raw_pep_metadata\japa\1953\japa_APA_1953_art_id_APA._AND_year_1953.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\japa\japa_1953_pep_articles_raw.csv,1953
japa,Journal of the American Psychoanalytic Association,APA,1953,APA.001.0484A,APA,1953,The Problem of Latent Psychosis,Gustav Bychowski,Journal of the American Psychoanalytic Association,1,,484-503,,ART,True,False,0,,,0,data\raw_pep_metadata\japa\1953\japa_APA_1953_art_id_APA._AND_year_1953.json,C:\Users\lkali\Documents\GitHub\andromeda\data_psychoanalytic_core\data\harvest\articles_by_year\japa\japa_1953_pep_articles_raw.csv,1953
