journal_id,journal_label,pep_code_candidate,probe_year,document_id,pep_code_record,year_record,title,authors,source_title,volume,issue,pages,doi,article_type,keyword_order,keyword_raw,keyword_source,art_kwds_count,source_file
psychoanalytic_psychology,Psychoanalytic Psychology,PPSY,2025,PPSY.042.0136A,PPSY,2025,Does the Use of the Couch Facilitate the Analytic Process? An Empirical Investigation,"Katie Aafjes-van Doorn,  Samantha Mahr,  Sarah Horne,  Bernard S. Gorman,  Karl Stukenberg and  Sherwood Waldron",Psychoanalytic Psychology,42,3,136-148,10.1037/pap0000539,ART,1,analytic process,documentInfoXML/artkwds,1,data\raw_pep_metadata\psychoanalytic_psychology\2025\psychoanalytic_psychology_PPSY_2025_art_id_PPSY._AND_year_2025.json
psychoanalytic_psychology,Psychoanalytic Psychology,PPSY,2025,PPSY.042.0136A,PPSY,2025,Does the Use of the Couch Facilitate the Analytic Process? An Empirical Investigation,"Katie Aafjes-van Doorn,  Samantha Mahr,  Sarah Horne,  Bernard S. Gorman,  Karl Stukenberg and  Sherwood Waldron",Psychoanalytic Psychology,42,3,136-148,10.1037/pap0000539,ART,2,psychoanalytic treatment,documentInfoXML/artkwds,1,data\raw_pep_metadata\psychoanalytic_psychology\2025\psychoanalytic_psychology_PPSY_2025_art_id_PPSY._AND_year_2025.json
psychoanalytic_psychology,Psychoanalytic Psychology,PPSY,2025,PPSY.042.0136A,PPSY,2025,Does the Use of the Couch Facilitate the Analytic Process? An Empirical Investigation,"Katie Aafjes-van Doorn,  Samantha Mahr,  Sarah Horne,  Bernard S. Gorman,  Karl Stukenberg and  Sherwood Waldron",Psychoanalytic Psychology,42,3,136-148,10.1037/pap0000539,ART,3,couch,documentInfoXML/artkwds,1,data\raw_pep_metadata\psychoanalytic_psychology\2025\psychoanalytic_psychology_PPSY_2025_art_id_PPSY._AND_year_2025.json
psychoanalytic_psychology,Psychoanalytic Psychology,PPSY,2025,PPSY.042.0136A,PPSY,2025,Does the Use of the Couch Facilitate the Analytic Process? An Empirical Investigation,"Katie Aafjes-van Doorn,  Samantha Mahr,  Sarah Horne,  Bernard S. Gorman,  Karl Stukenberg and  Sherwood Waldron",Psychoanalytic Psychology,42,3,136-148,10.1037/pap0000539,ART,4,chair,documentInfoXML/artkwds,1,data\raw_pep_metadata\psychoanalytic_psychology\2025\psychoanalytic_psychology_PPSY_2025_art_id_PPSY._AND_year_2025.json
psychoanalytic_psychology,Psychoanalytic Psychology,PPSY,2025,PPSY.042.0129A,PPSY,2025,Commentary: Improving Clinical Case Formulation in Developmental Psychopathology: A Case Commentary on Psychodynamic Diagnostic Manual (PDM-2) in a Multimethod Assessment Framework,"Francesca Locati,  Luca Corti,  Robert M. Gordon and  Emanuela Brusadelli",Psychoanalytic Psychology,42,3,129-135,https://doi.org/10.1037/pap0000545,COM,1,Psychodynamic Diagnostic Manual–2,documentInfoXML/artkwds,1,data\raw_pep_metadata\psychoanalytic_psychology\2025\psychoanalytic_psychology_PPSY_2025_art_id_PPSY._AND_year_2025.json
psychoanalytic_psychology,Psychoanalytic Psychology,PPSY,2025,PPSY.042.0129A,PPSY,2025,Commentary: Improving Clinical Case Formulation in Developmental Psychopathology: A Case Commentary on Psychodynamic Diagnostic Manual (PDM-2) in a Multimethod Assessment Framework,"Francesca Locati,  Luca Corti,  Robert M. Gordon and  Emanuela Brusadelli",Psychoanalytic Psychology,42,3,129-135,https://doi.org/10.1037/pap0000545,COM,2,adolescence,documentInfoXML/artkwds,1,data\raw_pep_metadata\psychoanalytic_psychology\2025\psychoanalytic_psychology_PPSY_2025_art_id_PPSY._AND_year_2025.json
psychoanalytic_psychology,Psychoanalytic Psychology,PPSY,2025,PPSY.042.0129A,PPSY,2025,Commentary: Improving Clinical Case Formulation in Developmental Psychopathology: A Case Commentary on Psychodynamic Diagnostic Manual (PDM-2) in a Multimethod Assessment Framework,"Francesca Locati,  Luca Corti,  Robert M. Gordon and  Emanuela Brusadelli",Psychoanalytic Psychology,42,3,129-135,https://doi.org/10.1037/pap0000545,COM,3,psychological assessment,documentInfoXML/artkwds,1,data\raw_pep_metadata\psychoanalytic_psychology\2025\psychoanalytic_psychology_PPSY_2025_art_id_PPSY._AND_year_2025.json
psychoanalytic_psychology,Psychoanalytic Psychology,PPSY,2025,PPSY.042.0129A,PPSY,2025,Commentary: Improving Clinical Case Formulation in Developmental Psychopathology: A Case Commentary on Psychodynamic Diagnostic Manual (PDM-2) in a Multimethod Assessment Framework,"Francesca Locati,  Luca Corti,  Robert M. Gordon and  Emanuela Brusadelli",Psychoanalytic Psychology,42,3,129-135,https://doi.org/10.1037/pap0000545,COM,4,testing,documentInfoXML/artkwds,1,data\raw_pep_metadata\psychoanalytic_psychology\2025\psychoanalytic_psychology_PPSY_2025_art_id_PPSY._AND_year_2025.json
psychoanalytic_psychology,Psychoanalytic Psychology,PPSY,2025,PPSY.042.0149A,PPSY,2025,Theaters of the Skin: The Representation of Emotional Dramas Among Female Patients Engaging in Skin Cutting,"Anita Moe,  Eric Stänicke and  Hanne Haavind",Psychoanalytic Psychology,42,3,149-158,10.1037/pap0000542,ART,1,self-harm,documentInfoXML/artkwds,1,data\raw_pep_metadata\psychoanalytic_psychology\2025\psychoanalytic_psychology_PPSY_2025_art_id_PPSY._AND_year_2025.json
psychoanalytic_psychology,Psychoanalytic Psychology,PPSY,2025,PPSY.042.0149A,PPSY,2025,Theaters of the Skin: The Representation of Emotional Dramas Among Female Patients Engaging in Skin Cutting,"Anita Moe,  Eric Stänicke and  Hanne Haavind",Psychoanalytic Psychology,42,3,149-158,10.1037/pap0000542,ART,2,skin cutting,documentInfoXML/artkwds,1,data\raw_pep_metadata\psychoanalytic_psychology\2025\psychoanalytic_psychology_PPSY_2025_art_id_PPSY._AND_year_2025.json
