journal_id,journal_label,pep_code_candidate,probe_year,document_id,pep_code_record,year_record,title,authors,source_title,volume,issue,pages,doi,article_type,has_abstract,has_keywords,n_keywords,keywords_joined,keyword_source,art_kwds_count,source_file
psychoanalytic_dialogues,Psychoanalytic Dialogues,PD,1996,PD.006.0097A,PD,1996,Symposium on Psychoanalysis and Linguistics: Part II,Adrienne Harris,Psychoanalytic Dialogues,6,1,97-98,,REP,True,False,0,,,0,data\raw_pep_metadata\psychoanalytic_dialogues\1996\psychoanalytic_dialogues_PD_1996_art_id_PD._AND_year_1996.json
psychoanalytic_dialogues,Psychoanalytic Dialogues,PD,1996,PD.006.0219A,PD,1996,Cause for Skepticism About Recovered Memory: Commentary on Papers by Davies and Harris,C. Brooks Brenneis,Psychoanalytic Dialogues,6,2,219-230,,REP,True,False,0,,,0,data\raw_pep_metadata\psychoanalytic_dialogues\1996\psychoanalytic_dialogues_PD_1996_art_id_PD._AND_year_1996.json
psychoanalytic_dialogues,Psychoanalytic Dialogues,PD,1996,PD.006.0477A,PD,1996,"More Surprises, Less Certainty: Commentary on Roland's Paper",Philip Cushman,Psychoanalytic Dialogues,6,4,477-488,,ART,True,False,0,,,0,data\raw_pep_metadata\psychoanalytic_dialogues\1996\psychoanalytic_dialogues_PD_1996_art_id_PD._AND_year_1996.json
psychoanalytic_dialogues,Psychoanalytic Dialogues,PD,1996,PD.006.0489A,PD,1996,"Culture, Comparativity, and Psychoanalysis: Reply to Commentary",Alan Roland,Psychoanalytic Dialogues,6,4,489-495,,COM,True,False,0,,,0,data\raw_pep_metadata\psychoanalytic_dialogues\1996\psychoanalytic_dialogues_PD_1996_art_id_PD._AND_year_1996.json
psychoanalytic_dialogues,Psychoanalytic Dialogues,PD,1996,PD.006.0895A,PD,1996,Further Remarks on Papers by Spezzano and Gerson,Steven H. Cooper,Psychoanalytic Dialogues,6,6,895-901,,ART,True,False,0,,,0,data\raw_pep_metadata\psychoanalytic_dialogues\1996\psychoanalytic_dialogues_PD_1996_art_id_PD._AND_year_1996.json
psychoanalytic_dialogues,Psychoanalytic Dialogues,PD,1996,PD.006.0909A,PD,1996,Fusions and Ruptures: Response to Cooper's Further Remarks,Charles Spezzano,Psychoanalytic Dialogues,6,6,909-916,,ART,True,False,0,,,0,data\raw_pep_metadata\psychoanalytic_dialogues\1996\psychoanalytic_dialogues_PD_1996_art_id_PD._AND_year_1996.json
psychoanalytic_dialogues,Psychoanalytic Dialogues,PD,1996,PD.006.0591A,PD,1996,Symposium on the Meaning and Practice of Intersubjectivity in Psychoanalysis: Introduction,Lewis Aron,Psychoanalytic Dialogues,6,5,591-597,,REP,True,False,0,,,0,data\raw_pep_metadata\psychoanalytic_dialogues\1996\psychoanalytic_dialogues_PD_1996_art_id_PD._AND_year_1996.json
psychoanalytic_dialogues,Psychoanalytic Dialogues,PD,1996,PD.006.0295A,PD,1996,From Sexual Misconduct to Social Justice,Andrew Samuels,Psychoanalytic Dialogues,6,3,295-321,,ART,True,False,0,,,0,data\raw_pep_metadata\psychoanalytic_dialogues\1996\psychoanalytic_dialogues_PD_1996_art_id_PD._AND_year_1996.json
psychoanalytic_dialogues,Psychoanalytic Dialogues,PD,1996,PD.006.0675A,PD,1996,Toward an Intrapsychic-Intersubjective Dialectic: Reply to Commentary,Charles Spezzano,Psychoanalytic Dialogues,6,5,675-688,,REP,True,False,0,,,0,data\raw_pep_metadata\psychoanalytic_dialogues\1996\psychoanalytic_dialogues_PD_1996_art_id_PD._AND_year_1996.json
psychoanalytic_dialogues,Psychoanalytic Dialogues,PD,1996,PD.006.0903A,PD,1996,Considering Intersubjective Psychoanalysis on Its Own Terms: Response to Cooper's Further Remarks,Samuel Gerson,Psychoanalytic Dialogues,6,6,903-907,,ART,True,False,0,,,0,data\raw_pep_metadata\psychoanalytic_dialogues\1996\psychoanalytic_dialogues_PD_1996_art_id_PD._AND_year_1996.json
